"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 25 07:28:23 GMT 2025","Fri Apr 25 07:28:35 GMT 2025","12072","tests","test_vacancies_popup","TestVacanciesPopup","","","Сlick on element opens popup",""
